,LSRCa,LSRCb,LSRCc,L650a,L650b,L650c,LREGa,LREGb,LREGc,L633a,L633b,L633c,L634a,L634b,L634c,L671a,L671b,L671c,L645b,L645c,L646b,L646c,L692a,L692b,L692c,L675a,L675b,L675c,L611c,L652a,L670a,L670b,L670c,L632a,L632b,L632c,L680a,L680b,L680c,L684a,L684c
00:12.1,0,0,0,0,0,0,0,0,0,41.519,14.93,23.169,15.88,1.3055,12.404,10.841,3.746,4.033,3.832,0.496,0.697,0.656,0,0,0,3.832,3.302,130.84,15.751,2.011,1.891,0.977,1.767,11.152,2.66,0.96,1.266,4.437,2.284,2.043,1.494
00:12.1,0,0,0,0,0,0,0,0,0,38.172,13.452,24.72,16,1.41775,10.559,11.27,3.052,7.134,3.548,0.573,0.454,0.458,0,0,0,3.548,4.629,122.86,19.198,1.924,1.684,1.2031,1.694,10.814,2.91,0.913,1.104,6.266,1.868,2.159,1.459
00:12.1,0,0,0,0,0,0,0,0,0,33.466,11.765,21.568,15.6,1.484375,9.294,19.049,3.078,5.314,4.282,0.711,0.443,0.835,0,0,0,4.282,5.188,94.6,17.069,2.905,2.038,1.1415,0.802,10.7,2.215,0.951,1.726,3.461,1.886,2.579,1.318
00:12.1,0,0,0,0,0,0,0,0,0,26.961,6.485,8.448,10.28,1.4556875,7.979,21.36,3.921,8.562,5.331,1.55,0.752,0.534,0,0,0,5.331,5.108,38.86,11.965,3.628,2.076,0.9545,0.662,8.573,3.389,0.961,1.568,3.522,1.64,2.134,2.253
00:12.1,0,0,0,0,0,0,0,0,0,8.765,5.201,3.954,8.16,1.52884375,10.004,22.103,4.101,7.009,6.65,0.561,1.496,0.447,0,0,0,6.65,4.668,29.2,9.614,3.527,1.706,1.0056,0.804,5.877,4.625,0.914,1.796,2.834,1.499,2.439,2.522
00:12.1,0,0,0,0,0,0,0,0,0,7.503,5.006,2.42,4.44,1.737421875,8.513,21.828,3.727,7.738,10.225,0.733,0.494,1.092,0,0,0,10.225,4.602,28.9,8.766,3.661,1.611,1.3614,0.729,4.481,3.74,0.92,1.328,2.915,1.948,2.303,2.222
00:12.1,0,0,0,0,0,0,0,0,0,9.519,5.262,3.054,2.6,2.723710938,5.925,14.198,4,7.343,7.795,0.84,0.498,0.989,0,0,0,7.795,4.012,32.38,10.205,4.851,2.058,1.4395,1.188,4.214,3.175,0.855,1.369,3.168,3.196,2.646,2.074
00:12.1,0,0,0,0,0,0,0,0,0,9.84,5.331,3.662,3.16,1.991855469,4.478,8.251,4.267,5.545,3.185,0.828,0.477,0.849,0,0,0,3.185,6.773,34.38,10.879,3.7,2.339,1.4227,1.35,4.938,3.156,0.985,1.479,3,4.535,2.781,3.028
00:12.1,0,0,0,0,0,0,0,0,0,9.6,5.073,3.077,2.92,2.038427734,4.384,8.347,3.33,3.42,5.8,0.927,0.571,0.547,0,0,0,5.8,3.064,30.34,11.246,5.238,1.868,1.3059,1.467,4.476,2.653,0.996,1.135,3.01,2.288,2.819,2.487
00:12.1,0,0,0,0,0,0,0,0,0,9.465,4.919,2.871,2.76,1.618,4.422,8.152,3.198,3.61,4.228,0.941,0.501,0.494,0,0,0,4.228,3.146,30.64,11.982,3.591,1.7,1.1917,1.213,4.426,1.92,1.027,1.018,2.68,2.177,3.284,1.792
00:12.1,0,0,0,0,0,0,0,0,0,9.46,5.169,3.189,2.36,1.722,4.307,7.691,3.69,3.276,1.745,0.882,0.587,0.411,0,0,0,1.745,3.05,30.6,11.997,3.493,2.334,0.90435,1.077,4.388,2.218,1.002,0.979,2.864,3.122,2.893,1.777
00:12.1,0,0,0,0,0,0,0,0,0,9.634,5.849,3.964,2.8,1.736,4.699,7.439,3.853,3.651,1.339,1.132,0.432,0.486,0,0,0,1.339,1.536,30.94,10.379,3.511,2.033,0.757175,1.171,4.438,1.868,0.97,0.899,3.241,3.002,2.86,1.406
00:12.1,0,0,0,0,0,0,0,0,0,9.274,5.405,3.336,3,1.835,4.711,7.146,2.244,3.305,1.386,1.244,0.379,0.373,0,0,0,1.386,1.747,32.48,10.456,3.495,1.988,0.7110875,1.059,4.401,1.968,1.27,1.11,3.225,2.755,2.929,1.611
00:12.1,0,0,0,0,0,0,0,0,0,9.714,5.681,3.207,2.48,1.625,4.603,7.291,2.968,3.37,1.815,0.746,0.351,0.34,0,0,0,1.815,2.406,30.64,10.563,3.483,2.122,1.29554375,0.749,4.181,2.301,1.079,1.029,2.788,3.753,2.682,1.798
00:12.1,0,0,0,0,0,0,0,0,0,9.919,5.705,3.082,3.24,1.789,4.628,6.288,3.433,5.432,0.867,0.946,0.453,0.252,0,0,0,0.867,2.896,30.96,10.699,3.458,1.84,0.787771875,0.981,4.474,1.82,1.094,1.434,2.835,2.955,2.848,1.443
00:12.1,0,0,0,0,0,0,0,0,0,10.16,5.599,3.474,2.48,1.836,5.159,6.778,4.6,3.56,3.938,0.841,0.33,0.621,0,0,0,3.938,2.118,31.42,15.163,3.55,1.763,0.587385938,1.66,4.112,4.105,1.158,1.624,3.446,2.997,2.798,1.833
00:12.1,0,0,0,0,0,0,0,0,0,9.673,5.928,4.3,3.04,1.919,6.765,6.641,4.12,5.06,3.21,0.791,0.504,0.674,0,0,0,3.21,3.01,32.96,24.847,3.176,1.944,0.708192969,1.189,4.244,2.38,1.008,1.4955,3.878,2.925,2.494,2.322
00:12.1,0,0,0,0,0,0,0,0,0,15.212,8.589,26.667,12,2.083,6.815,5.595,3.34,4.782,4.073,0.947,0.445,0.515,0,0,0,4.073,5.827,115.82,22.165,4.156,2.597,0.751596484,0.658,6.56,2.363,0.951,1.649,2.739,4.21,2.835,4.169
00:12.1,0,0,0,0,0,0,0,0,0,22.605,17.171,25.949,17,2.379,8.509,6.983,2.883,5.803,2.878,1.846,0.42,0.439,0,0,0,2.878,7.654,148.34,21.604,5.781,3.726,0.595298242,0.771,10.706,2.53,1.128,1.2005,2.833,4.503,2.125,2.832
00:12.2,0,0,0,0,0,0,0,0,0,39.762,21.438,28.075,14.32,2.217,10.325,7.546,3.155,3.742,4.658,2.616,0.388,0.385,0,0,0,4.658,9.125,152.46,19.613,5.817,2.113,0.656649121,0.839,11.668,1.875,0.929,1.26175,2.61,5.072,2.308,1.536
00:12.2,0,0,0,0,0,0,0,0,0,38.016,17.238,23.196,12.96,1.644,12.535,14.399,2.742,3.567,5.576,2.551,0.525,0.337,0,0,0,5.576,3.391,133.32,21.614,6.02,1.989,0.899324561,1.033,11.448,1.378,1.167,1.399,3.011,2.259,2.363,2.017
00:12.2,0,0,0,0,0,0,0,0,0,39.015,15.395,25.946,11.52,1.556,14.4,15.384,1.789,3.995,1.932,2.882,0.377,0.482,0,0,0,1.932,1.623,137.74,19.614,4.74,1.677,1.01416228,0.605,13.784,1.689,2.458,1.048,3.352,2.621,2.366,1.544
00:12.2,0,0,0,0,0,0,0,0,0,38.458,18.404,23.136,9.44,3.311,14.042,16.854,2.314,5.068,2.336,2.458,0.587,0.347,0,0,0,2.336,1.809,129.04,18.401,5.28,2.062,0.53808114,0.65,11.236,2.023,1.34,1.751,5.854,2.408,2.212,4.422
00:12.2,0,0,0,0,0,0,0,0,0,38.235,15.685,23.867,11.44,2.242,12.424,14.641,2.266,2.566,1.988,3.442,0.974,0.427,0,0,0,1.988,1.741,136.44,20.162,5.489,1.705,0.52804057,0.556,13.351,1.755,0.97,2.176,3.909,2.144,3.04,3.388
00:12.2,0,0,0,0,0,0,0,0,0,36.066,14.974,21.294,11.88,2.208,13.619,10.435,1.858,3.619,2.733,3.004,1.132,3.445,0,0,0,2.733,2.216,141.06,18.981,6.817,1.688,0.525020285,0.739,10.851,1.542,0.976,1.529,3.291,3.011,2.099,1.88
00:12.2,0,0,0,0,0,0,0,0,0,34.213,17.102,23.491,12.4,1.37,12.725,10.206,1.848,4.087,1.553,3.554,1.047,1.466,0,0,0,1.553,6.256,110.7,21.694,4.44,1.656,0.565010143,0.654,10.606,1.935,1.353,2.02,5.349,2.26,1.946,1.42
00:12.2,0,0,0,0,0,0,0,0,0,33.94,16.238,21.087,10.84,1.26,11.21,17.559,5.494,6.396,3.007,2.022,0.818,2.368,0,0,0,3.007,5.378,89.12,18.881,2.829,1.749,0.467005071,0.64,9.73,1.549,1.344,4.473,4.568,2.061,3.306,1.515
00:12.2,0,0,0,0,0,0,0,0,0,22.619,11.288,8.55,12.96,2.433,9.337,21.212,4.485,6.906,5.295,1.431,0.612,2.612,0,0,0,5.295,6.388,46.82,15.533,2.086,2.285,1.169002536,1.137,6.934,2.129,1.72,1.844,3.811,5.23,3.521,2.003
00:12.2,0,0,0,0,0,0,0,0,0,8.266,11.37,6.389,2.56,3.031,8.909,22.422,5.097,6.048,7.461,4.112,0.806,0.548,0,0,0,7.461,4.213,34.38,7.37,2.416,2.637,0.740001268,1.684,6.37,2.679,1.625,1.531,4.379,2.488,2.065,4.601
00:12.2,0,0,0,0,0,0,0,0,0,8.862,12.23,6.36,2.76,2.837,8.08,22.01,2.833,5.917,6.601,1.022,0.7,0.561,0,0,0,6.601,6.462,25.9,9.389,2.809,3.18,0.752000634,1.4,6.183,3.577,1.715,1.534,4.313,3.479,2.041,3.883
00:12.2,0,0,0,0,0,0,0,0,0,10.07,7.025,6.67,4.16,3.361,6.056,19.05,3.112,7.19,5.334,1.135,1.044,0.582,0,0,0,5.334,9.407,28.98,11.086,3.739,2.704,0.715000317,5.105,6.854,4.211,1.778,1.516,4.482,2.603,2.539,3.25
00:12.2,0,0,0,0,0,0,0,0,0,9.764,5.804,6.797,2.96,3.989,4.326,12.231,3.396,5.5,6.844,0.936,0.981,0.482,0,0,0,6.844,8.942,27.82,11.919,3.599,1.979,0.541000158,1.778,4.566,6.319,1.824,1.15,4.427,2.839,2.636,2.462
00:12.2,0,0,0,0,0,0,0,0,0,9.381,5.386,3.415,2.84,5.697,4.243,12.068,3.708,3.758,4.67,1.012,0.854,1.777,0,0,0,4.67,1.898,28.22,12.007,3.522,1.703,0.557000079,2.909,4.328,3.564,1.643,1.028,4.925,4.942,3.162,2.511
00:12.2,0,0,0,0,0,0,0,0,0,9.496,5.551,3.343,3.76,2.403,4.338,10.89,3.758,3.936,1.793,0.834,0.589,1.217,0,0,0,1.793,3.081,28.2,11.396,3.575,1.963,0.59500004,1.4,4.345,3.416,1.766,0.974,3.463,2.427,2.658,2.609
00:12.2,0,0,0,0,0,0,0,0,0,9.425,5.156,3.224,3.56,1.449,4.54,10.483,3.56,3.15,1.289,1.004,0.446,0.366,0,0,0,1.289,2.535,27.84,10.739,3.797,1.831,0.56900002,1.141,4.351,2.983,2.528,1.039,3.008,2.478,2.665,3.287
00:12.2,0,0,0,0,0,0,0,0,0,9.115,4.847,3.249,3.64,1.455,4.385,7.498,6.864,2.627,1.302,0.865,0.48,0.333,0,0,0,1.302,2.243,29.56,10.313,4.663,1.699,0.74600001,1.112,4.252,2.684,1.639,1.016,3.611,2.527,2.979,1.876
00:12.2,0,0,0,0,0,0,0,0,0,9.144,5.041,3.438,3.6,1.531,4.427,7.691,4.454,2.805,0.85,1.549,0.425,0.345,0,0,0,0.85,2.558,28.56,10.363,4.235,1.672,1.135000005,0.966,4.067,2.071,2.369,1.102,3.36,2.491,2.838,1.278
00:12.2,0,0,0,0,0,0,0,0,0,9.322,4.911,3.261,3.64,1.618,4.344,6.53,2.617,2.631,1.055,0.765,0.469,0.336,0,0,0,1.055,2.368,28.58,10.341,3.933,1.456,0.577000002,0.831,4.32,2.14,2.414,1.041,2.827,2.53,2.73,0.881
00:12.2,0,0,0,0,0,0,0,0,0,9.256,4.807,3.171,3.76,1.427,4.415,5.979,2.32,3.997,1.383,0.875,0.345,0.252,0,0,0,1.383,2.493,27.28,10.151,3.91,1.682,0.592000001,0.882,4.118,1.824,1.508,1.027,3.14,2.916,2.666,1.614
00:12.3,0,0,0,0,0,0,0,0,0,9.994,5.521,3.569,3.2,2.141,4.386,7.4,4.419,4.798,2.095,0.937,0.314,0.333,0,0,0,2.095,2.023,28.58,12.454,3.872,1.46,0.650000001,0.927,4.297,7.499,1.691,1.479,3.601,2.5,3.271,0.841
00:12.3,0,0,0,0,0,0,0,0,0,9.449,4.945,3.756,3.32,1.53,5.971,6.651,3.521,4.251,2.238,0.826,0.499,0.698,0,0,0,2.238,3.132,33.96,21.9,4.261,1.7805,0.997,1.028,4.489,3.533,1.841,2.293,3.705,2.673,2.371,1.471
00:12.3,0,0,0,0,0,0,0,0,0,18.74,7.458,25.957,14,2.705,6.166,6.486,3.414,4.926,1.527,0.991,0.532,0.297,0,0,0,1.527,2.427,86,24.247,5.989,2.10725,0.613,1.504,4.75,2.412,1.334,1.289,2.603,2.923,1.987,1.501
00:12.3,0,0,0,0,0,0,0,0,0,31.211,15.768,24.472,17.04,2.861,7.665,6.368,2.891,6.154,6.361,2.876,0.322,0.217,0,0,0,6.361,2.659,127.24,28.331,7.99,1.996,0.535,0.924,11.684,1.762,1.431,1.285,2.23,2.591,2.592,1.478
00:12.3,0,0,0,0,0,0,0,0,0,45.601,16.89,21.019,17.24,2.301,10.159,7.732,3.865,7.595,10.499,3.55,0.822,0.335,0,0,0,10.499,3.231,136.4,21.66,8.052,1.693,0.505,1.561,12.244,1.974,1.865,1.246,2.485,3.97,2.162,3.372
00:12.3,0,0,0,0,0,0,0,0,0,45.906,19.229,24.025,13.56,3.282,10.821,14.641,5.067,3.131,10.391,2.416,0.51,1.301,0,0,0,10.391,5.958,156.42,22.662,11.002,1.561,0.548,0.639,11.827,1.471,1.667,1.267,3.366,4.08,3.04,1.773
00:12.3,0,0,0,0,0,0,0,0,0,43.01,17.415,24.248,13.16,3.48,11.295,15.249,3.276,3.723,4.412,2.16,0.331,0.357,0,0,0,4.412,3.681,155.46,20.978,10.904,2.432,0.544,0.729,12.287,1.572,1.726,3.37,3.324,3.259,2.653,3.482
00:12.3,0,0,0,0,0,0,0,0,0,42.95,15.484,22.227,12.64,1.917,12.371,14.643,3.813,6.085,6.341,1.432,0.605,0.382,0,0,0,6.341,2.593,124.46,19.15,11.484,2.126,0.462,0.616,11.225,2.193,1.37,4.851,2.87,4.556,2.404,3.095
00:12.3,0,0,0,0,0,0,0,0,0,42.549,13.447,27.082,13.24,1.489,10.993,13.76,4.351,4.253,4.795,1.275,1.473,0.416,0,0,0,4.795,2.435,132.92,18.939,13.292,2.062,0.567,0.529,10.561,1.649,0.91,2.788,3.389,2.194,1.921,1.646
00:12.3,0,0,0,0,0,0,0,0,0,42.246,14.78,25.594,13.16,1.535,10.852,10.448,4.46,6.628,2.938,1.332,0.873,0.409,0,0,0,2.938,2.254,138.86,19.712,11.04,1.779,0.521,0.771,11.33,1.671,1.266,1.137,2.654,2.315,1.979,1.555
00:12.3,0,0,0,0,0,0,0,0,0,35.924,13.089,24.284,14.72,1.615,13.06,9.792,5.905,3.323,2.04,1.302,0.508,0.776,0,0,0,2.04,6.367,134.82,20.897,11.077,1.555,0.445,0.679,11.127,5.204,1.07,3.854,2.609,2.917,1.945,2.138
00:12.3,0,0,0,0,0,0,0,0,0,32.892,12.066,19.444,13.52,1.484,11.36,15.4,10.249,3.27,3.579,1.295,0.565,1.154,0,0,0,3.579,7.494,105.94,18.824,9.547,1.607,0.53,0.765,10.932,4.009,0.953,3.103,2.618,2.462,2.609,3.393
00:12.3,0,0,0,0,0,0,0,0,0,23.582,6.22,6.022,11.72,2.548,11.43,21.017,5.607,8.107,6.562,1.179,0.566,1.392,0,0,0,6.562,5.742,57.94,11.077,7.104,1.468,0.749,0.969,7.372,3.882,0.953,1.343,3.959,2.925,2.312,2.615
00:12.3,0,0,0,0,0,0,0,0,0,8.745,5.181,3.006,6.24,1.867,10.425,21.32,5.98,7.4,10.362,1.789,0.621,0.711,0,0,0,10.362,2.04,43.82,7.024,7.198,1.622,0.774,1.461,6.384,3.897,1.142,1.68,3.329,2.819,2.203,4.443
00:12.3,0,0,0,0,0,0,0,0,0,7.848,5.224,2.511,2.08,1.068,8.51,20.624,5.906,8.195,8.226,5.67,0.938,2.058,0,0,0,8.226,5.414,44.9,5.743,7.984,2.002,0.632,4.135,5.955,2.405,1.171,1.401,4.472,2.33,2.118,2.666
00:12.3,0,0,0,0,0,0,0,0,0,8.925,5,3.2,2.56,2.137,4.659,17.312,4.097,4.944,9.627,4.787,3.347,5.363,0,0,0,9.627,2.961,46.56,12.16,9.178,2.092,0.74,3.115,6.498,4.067,1.104,2.082,3.362,2.787,2.535,2.419
00:12.3,0,0,0,0,0,0,0,0,0,9.422,4.916,3.175,2.88,2.358,4.512,13.224,5.852,6.765,6.241,3.024,1.908,3.441,0,0,0,6.241,8.603,46.38,12.546,8.559,4.207,0.751,2.148,7.217,3.337,1.106,1.197,3.501,3.449,2.589,2.267
00:12.3,0,0,0,0,0,0,0,0,0,9.211,5.085,3.094,3.24,2.377,4.61,11.691,4.895,4.609,2.001,0.746,3.333,2.216,0,0,0,2.001,2.584,46.58,12.405,8.583,3.699,0.46,4.55,7.368,4.06,0.996,1.14,3.182,3.461,2.681,2.766
00:12.3,0,0,0,0,0,0,0,0,0,9.478,4.837,3.371,2.52,1.71,4.822,10.329,5.092,3.781,1.776,1.564,3.399,0.417,0,0,0,1.776,2.137,48.42,12.699,8.244,3.469,0.54,1.43,4.518,1.959,1.092,0.939,3.727,3.666,3.716,1.977
00:12.4,0,0,0,0,0,0,0,0,0,8.911,4.899,3.215,2.6,1.501,5.089,7.857,4.536,4.82,1.797,0.783,0.374,0.298,0,0,0,1.797,2.146,47.38,12.198,6.73,2.332,0.555,1.705,4.493,2.336,0.884,0.889,3.862,3.489,3.795,1.624
00:12.4,0,0,0,0,0,0,0,0,0,9.297,5.043,3.617,3.24,1.807,4.777,7.927,4.374,3.516,3.393,0.84,0.307,0.292,0,0,0,3.393,2.198,47.26,12.266,5.61,1.959,0.525,1.049,4.719,1.907,0.887,0.962,3.727,3.471,2.74,1.483
00:12.4,0,0,0,0,0,0,0,0,0,9.442,5.34,3.096,2.92,1.697,4.712,7.373,3.298,2.867,0.789,0.724,0.358,0.415,0,0,0,0.789,2.061,46.98,13.552,5.932,2.035,0.601,1.146,4.476,2.204,0.738,1.023,3.917,2.796,2.788,1.389
00:12.4,0,0,0,0,0,0,0,0,0,9.307,4.964,3.371,2.52,1.924,4.612,7.907,2.453,3.652,1.163,0.754,0.373,0.229,0,0,0,1.163,2.11,47.56,13.468,4.057,2.166,0.834,0.957,4.229,1.949,0.763,1.176,4.78,4.189,3.241,1.676
00:12.4,0,0,0,0,0,0,0,0,0,9.298,4.923,3.012,2.84,1.696,4.719,6.997,2.947,4.733,1.034,0.947,0.347,0.239,0,0,0,1.034,2.241,49.2,12.727,3.822,1.915,1.552,0.887,4.499,1.901,0.788,0.972,3.407,2.839,2.674,1.734
00:12.4,0,0,0,0,0,0,0,0,0,9.141,4.915,3.239,3.16,2.167,4.119,6.853,3.204,3.541,3.814,0.833,0.287,0.245,0,0,0,3.814,3.24,52.7,12.267,3.81,2.145,0.688,1.96,4.458,2.336,0.689,1.695,5.095,3.277,2.789,1.804
00:12.4,0,0,0,0,0,0,0,0,0,9.889,5.054,6.346,2.4,1.757,5.552,7.424,2.599,2.999,4.069,1.252,0.234,0.573,0,0,0,4.069,2.832,52.7,22.968,4.136,1.893,0.614,0.98,4.048,3.044,0.868,1.525,5.061,4.325,2.315,3.406
00:12.4,0,0,0,0,0,0,0,0,0,16.45,7.9,23.208,12.44,3.86,5.795,6.88,3.126,8.835,2.575,1.229,0.308,0.255,0,0,0,2.575,1.954,109.26,21.286,5.655,1.996,0.693,0.646,6.183,4.224,0.678,1.874,4.044,5.474,2.43,1.668
00:12.4,0,0,0,0,0,0,0,0,0,29.872,13.77,31.548,15,4.939,8.401,6.476,3.005,6.644,4.561,3.57,0.529,0.952,0,0,0,4.561,7.366,140.92,21.609,7.018,2.355,0.918,0.782,9.814,2.019,0.817,1.222,3.627,3.896,3.363,5.024
00:12.4,0,0,0,0,0,0,0,0,0,38.648,14.763,25.408,14.08,2.651,14.033,7.153,6.249,3.794,2.59,3.347,0.386,1.775,0,0,0,2.59,3.737,126.16,22.473,8.005,2.274,0.767,1.017,10.287,1.385,0.801,1.779,3.785,5.787,5.087,1.802
00:12.4,0,0,0,0,0,0,0,0,0,38.768,13.351,28.332,13.88,2.097,15.974,14.087,5.098,2.957,5.339,5.655,1.85,1.66,0,0,0,5.339,4.749,123.82,21.546,8.196,2.426,0.76,2.965,10.791,1.668,0.921,2.219,4.421,5.306,2.782,1.717
00:12.4,0,0,0,0,0,0,0,0,0,36.425,11.647,23.009,14.32,1.784,14.074,15.999,3.504,6.609,4.611,4.116,0.246,0.61,0,0,0,4.611,5.36,99.14,21.737,12.456,2.193,0.639,4.921,11.472,2.319,1.805,1.461,4.631,7.739,3.081,2.034
00:12.4,0,0,0,0,0,0,0,0,0,39.025,13.302,21.389,13.2,1.084,12.286,16.561,2.808,3.909,6.59,4.392,0.22,0.663,0,0,0,6.59,6.62,79.06,19.062,12.76,1.559,0.774,1.403,11.118,1.887,1.046,1.081,5.008,3.46,2.409,1.934
00:12.4,0,0,0,0,0,0,0,0,0,38.492,14.811,23.888,13.92,1.122,11.732,16.173,2.368,4.425,5.427,2.665,0.192,2.489,0,0,0,5.427,4.06,76.06,16.661,10.403,2.052,4.138,1.278,10.479,1.635,0.915,1.03,4.638,3.51,2.234,1.737
00:12.4,0,0,0,0,0,0,0,0,0,33.502,14.754,23.325,15.92,2.154,14.236,13.551,2.049,4.653,6.489,1.656,0.338,1.836,0,0,0,6.489,5.01,68.6,18.687,7.872,2.116,3.236,3.826,10.798,2.956,0.945,3.217,3.525,3.216,2.682,1.588
00:12.4,0,0,0,0,0,0,0,0,0,32.233,13.822,23.677,15.2,2.12,10.347,10.339,3.55,3.625,4.442,1.868,1.109,0.526,0,0,0,4.442,6.54,44.3,20.035,8.247,2.065,2.675,1.271,13.761,1.423,2.707,1.569,3.507,2.33,3.194,1.63
00:12.4,0,0,0,0,0,0,0,0,0,28.044,10.094,19.897,13.04,1.81,8.672,20.832,1.955,3.465,6.608,1.935,2.405,0.778,0,0,0,6.608,4.866,29.86,15.472,7.229,2.964,3.216,1.849,10.46,1.631,1.806,2.058,5.008,2.478,2.528,1.839
00:12.4,0,0,0,0,0,0,0,0,0,22.051,6.218,12.51,11.44,1.989,8.168,22.925,1.948,4.011,7.727,3.305,0.446,2.6,0,0,0,7.727,1.684,28.74,15.224,6.589,2.549,1.08,1.151,5.66,1.942,1.32,1.882,6.301,3.712,2.324,1.561
00:12.4,0,0,0,0,0,0,0,0,0,11.151,6.004,11.374,5.2,2.69,5.406,24.572,4.439,5.877,8.428,0.982,0.481,0.828,0,0,0,8.428,2.467,31.68,4.762,6.834,2.859,1.409,2.969,4.055,2.902,1.08,1.43,4.757,3.245,2.678,1.76
00:12.4,0,0,0,0,0,0,0,0,0,8.561,6.928,11.329,5.12,3,5.08,25.589,6.945,6.775,11.723,0.806,0.437,0.861,0,0,0,11.723,4.912,31.08,7.892,6.523,4.62,0.959,2.463,4.729,2.619,1.186,1.578,5.893,3.747,2.244,2.435
00:12.4,0,0,0,0,0,0,0,0,0,9.125,9.655,9.519,8.56,2.959,4.988,25.578,7.901,4.281,4.438,3.851,0.464,0.964,0,0,0,4.438,3.007,31.74,14.032,5.801,4.153,3.547,2.095,4.389,3.052,1.134,2.259,6.514,4.062,2.79,2.347
00:12.5,0,0,0,0,0,0,0,0,0,9.605,5.463,4.56,5.52,3.138,5.161,17.452,4.595,3.899,4.568,2.91,0.368,0.847,0,0,0,4.568,6.216,32.68,10.605,5.755,3.231,1.679,1.848,4.845,3.536,1.052,1.159,3.856,4.613,2.724,2.434
00:12.5,0,0,0,0,0,0,0,0,0,9.198,4.885,4.536,2.8,2.113,5.607,13.413,3.318,3.076,2.551,0.887,0.362,0.847,0,0,0,2.551,2.73,31.56,10.032,6.594,3.111,0.764,2.262,4.483,2.398,1.196,1.054,2.939,2.252,2.818,3.008
00:12.5,0,0,0,0,0,0,0,0,0,8.978,4.921,3.477,2.6,2.122,6.257,10.219,3.994,3.278,2.56,1.532,0.274,0.658,0,0,0,2.56,4.929,29.56,9.866,5.954,4.305,0.503,1.349,4.38,1.953,1.026,0.95,2.893,2.616,2.756,1.682
00:12.5,0,0,0,0,0,0,0,0,0,9.103,5.428,3.297,2.92,1.637,5.81,9.561,2.86,2.944,2.541,0.812,0.223,0.338,0,0,0,2.541,3.082,29.58,10.356,4.582,1.938,0.491,0.965,4.327,2.404,1.28,1.213,3.469,1.6,3.7,1.477
00:12.5,0,0,0,0,0,0,0,0,0,8.805,4.921,3.401,2.52,1.422,5.776,9.253,3.083,3.112,1.076,0.875,0.224,0.423,0,0,0,1.076,1.965,30.1,12.114,4.578,2.022,0.463,1.295,4.368,2.182,1.014,0.994,3.695,2.21,3.001,1.461
00:12.5,0,0,0,0,0,0,0,0,0,8.938,4.982,4.328,2.44,1.54,5.452,8.992,2.843,2.602,0.771,0.642,0.282,0.362,0,0,0,0.771,2.165,29.7,11.584,3.912,1.688,1.095,1.001,4.185,1.981,0.89,0.987,2.45,1.906,2.773,1.619
00:12.5,0,0,0,0,0,0,0,0,0,9.53,5.485,3.375,2.52,1.649,4.901,8.151,2.766,2.836,0.924,0.756,0.319,0.411,0,0,0,0.924,2.233,30.76,10.636,3.866,1.63,0.864,1.103,3.969,1.867,0.751,1.037,2.476,1.818,2.769,1.423
00:12.5,0,0,0,0,0,0,0,0,0,8.999,5.037,3.334,3.32,1.366,4.385,9.091,3.444,4.045,1.089,0.634,0.318,0.311,0,0,0,1.089,2.674,31.88,9.934,4.503,1.81,0.537,1.222,4,2.38,0.847,1.277,2.849,2.023,2.722,1.529
00:12.5,0,0,0,0,0,0,0,0,0,8.859,4.909,3.442,2.76,1.537,3.792,7.558,2.354,4.466,3.432,5.813,0.28,0.292,0,0,0,3.432,2.396,29.92,9.954,4.012,1.574,0.55,0.942,4.37,1.776,0.876,1.66,2.456,2.116,2.953,1.419
00:12.5,0,0,0,0,0,0,0,0,0,9.276,5.207,3.6195,4.76,1.881,3.85,7.741,2.627,3.229,1.222,18.856,0.25,0.485,0,0,0,1.222,3.498,29.86,12.335,3.86,1.661,0.583,1.187,3.911,1.848,0.744,1.992,2.774,2.911,2.621,2.639
00:12.5,0,0,0,0,0,0,0,0,0,8.828,4.97,3.42825,12.12,2.445,6.114,8.294,2.137,4.075,2.35,15.273,0.739,0.383,0,0,0,2.35,3.814,28.22,12.49,3.01,1.841,0.658,0.697,6.3,2.664,0.835,2.302,3.527,6.121,2.053,6.895
00:12.5,0,0,0,0,0,0,0,0,0,15.701,6.908,3.277,13.32,3.232,6.538,7.801,3.282,4.066,3.16,15.273,0.425,1.414,0,0,0,3.16,3.794,27.28,8.006,2.842,1.638,0.59,0.703,9.347,2.846,0.753,2.175,2.713,7.152,2.631,7.954
00:12.5,0,0,0,0,0,0,0,0,0,26.638,9.492,4.361,13.24,2.778,9.937,8.247,3.405,6.548,5.022,15.273,0.376,0.315,0,0,0,5.022,1.422,29.48,7.088,2.992,3.048,0.611,0.7,9.134,6.155,0.965,3.651,3.267,5.904,2.267,4.441
00:12.5,0,0,0,0,0,0,0,0,0,23.415,9.859,2.364,13.2,3.852,10.496,7.433,3.578,4.715,12.615,15.273,0.343,0.369,0,0,0,12.615,1.927,27.18,9.033,9.531,2.167,0.558,0.97,9.494,1.984,0.948,2.706,4.372,6.955,2.139,5.637
00:12.5,0,0,0,0,0,0,0,0,0,21.895,8.872,3.244,15.16,5.126,11.339,8.522,4.512,3.394,5.035,11.69,0.53,0.495,0,0,0,5.035,2.459,26.74,5.747,9.273,1.974,0.6295,1.217,8.879,2.378,1.201,2.473,3.055,3.528,2.305,4.062
